index,oEffect,oReact,oWant,xAttr,xEffect,xIntent,xNeed,xReact,xWant
dia1225_utt38,['none'],['none'],['none'],['ready'],['none'],['none'],['none'],['happy'],['to go home']
dia1225_utt39,['none'],['loved'],['none'],['loving'],['none'],['none'],['none'],['happy'],['to propose']
dia1227_utt0,['none'],['none'],['none'],['mean'],['gets hurt'],['none'],['none'],['sad'],['to cry']
dia1227_utt1,['none'],['none'],['none'],['confident'],['none'],['none'],['none'],['happy'],['to be successful']
dia1227_utt2,['none'],['happy'],['none'],['loving'],['none'],['to be alone'],['to be in bed'],['happy'],['to have sex']
dia1227_utt3,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['informed'],['to be successful']
dia1227_utt4,['none'],['none'],['none'],['understanding'],['none'],['none'],['none'],['happy'],['to be sure']
dia1227_utt5,['none'],['none'],['none'],['loving'],['none'],['none'],['none'],['happy'],['to marry him']
dia1227_utt6,['none'],['none'],['none'],['kind'],['none'],['none'],['none'],['happy'],['to be loved']
dia1233_utt0,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1233_utt1,['none'],['none'],['none'],['remorseful'],['none'],['to be forgiven'],['none'],['guilty'],['to apologize']
dia1233_utt2,['none'],['none'],['none'],['confident'],['none'],['none'],['none'],['confident'],['to look good']
dia1233_utt3,['none'],['none'],['none'],['scared'],['gets hurt'],['none'],['none'],['scared'],['to get a ride home']
dia1233_utt5,['none'],['none'],['none'],['confused'],['none'],['none'],['none'],['frustrated'],['to ask for a response']
dia1233_utt7,['none'],['none'],['none'],['dead'],['none'],['none'],['none'],['sad'],['to write something']
dia1233_utt8,['none'],['none'],['none'],['religious'],['none'],['none'],['none'],['happy'],['to pray']
dia1233_utt9,['none'],['none'],['none'],['influential'],['none'],['none'],['none'],['satisfied'],['to be heard']
dia1233_utt11,['none'],['none'],['none'],['thoughtful'],['none'],['to be sure'],['none'],['good'],['to make a decision']
dia1233_utt12,['none'],['none'],['none'],['helpful'],['none'],['to be helpful'],['to have a website'],['sad'],['to make a statement']
dia1233_utt13,['none'],['none'],['none'],['uncaring'],['none'],['none'],['none'],['sad'],['to be left alone']
dia1233_utt15,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['happy'],['to get a drink']
dia1233_utt16,['none'],['none'],['none'],['determined'],['none'],['to be productive'],['none'],['good'],['to be successful']
dia1233_utt17,['none'],['none'],['none'],['dedicated'],['none'],['to be a good friend'],['to have a funeral'],['sad'],['to be a good citizen']
dia1233_utt18,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['ashamed'],['to be right']
dia1233_utt19,['none'],['none'],['none'],['observant'],['none'],['none'],['none'],['happy'],['to be a good citizen']
dia1272_utt0,['none'],['none'],['none'],['unintelligent'],['none'],['to be a good person'],['none'],['happy'],['to be successful']
dia1272_utt1,['none'],['none'],['none'],['confused'],['none'],['none'],['none'],['confused'],['to explain']
dia1272_utt2,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['annoyed'],['to get away']
dia1272_utt4,['none'],['none'],['none'],['intelligent'],['gets a lot of money'],['to be famous'],['to have a script'],['proud'],['to be famous']
dia1272_utt6,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['tired'],['to get it over with']
dia1282_utt1,['none'],['none'],['none'],['careless'],['none'],['to be a good person'],['none'],['happy'],['to get a drink']
dia1282_utt2,['none'],['none'],['none'],['emotional'],['none'],['none'],['none'],['sad'],['to be heard']
dia1282_utt3,['none'],['none'],['none'],['observant'],['none'],['none'],['none'],['surprised'],['to tell others']
dia1282_utt4,['none'],['none'],['none'],['religious'],['none'],['none'],['none'],['happy'],['to pray']
dia1282_utt5,['none'],['annoyed'],['none'],['annoying'],['none'],['to be annoying'],['to be a parent'],['annoyed'],['to make sure they are safe']
dia1283_utt0,['none'],['none'],['to listen to personx'],['curious'],['none'],['to be helpful'],['to be a professor'],['happy'],['to give lectures']
dia1283_utt1,['none'],['none'],['none'],['tired'],['wakes up'],['none'],['none'],['tired'],['to wake up']
dia1283_utt2,['none'],['none'],['none'],['anxious'],['gets stressed'],['none'],['to apply for a job'],['nervous'],['to get a new job']
dia1283_utt3,['none'],['none'],['none'],['tired'],['gets cold'],['none'],['none'],['cold'],['to get some rest']
dia1283_utt4,['none'],['none'],['none'],['patient'],['none'],['none'],['none'],['happy'],['to be correct']
dia1283_utt6,['none'],['none'],['none'],['tired'],['wakes up'],['none'],['none'],['tired'],['to wake up']
dia1284_utt0,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1284_utt1,['none'],['none'],['none'],['friendly'],['none'],['none'],['none'],['happy'],['to be liked']
dia1284_utt2,['none'],['none'],['none'],['ignorant'],['none'],['none'],['none'],['confused'],['to ask questions']
dia1284_utt3,['none'],['none'],['none'],['aggressive'],['none'],['none'],['none'],['happy'],['to win']
dia1284_utt4,['none'],['none'],['none'],['unskilled'],['none'],['none'],['none'],['sad'],['to be left alone']
dia1284_utt5,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1284_utt6,['none'],['none'],['to ask questions'],['social'],['none'],['to know'],['none'],['happy'],['to tell me']
dia1284_utt7,['none'],['none'],['none'],['outgoing'],['none'],['to be a good listener'],['to be a good listener'],['happy'],['to tell others']
dia1284_utt8,['none'],['none'],['none'],['sickly'],['gets sick'],['none'],['none'],['sick'],['to get better']
dia1284_utt9,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1284_utt10,[''],['none'],['none'],['ill'],['gets cured'],['none'],['none'],['sick'],['to get better']
dia1284_utt11,['none'],['none'],['to listen'],['social'],['none'],['to be social'],['none'],['happy'],['to get to know someone']
dia1284_utt12,['none'],['none'],['none'],['amused'],['none'],['none'],['none'],['none'],['to laugh']
dia1284_utt13,['none'],['none'],['none'],['intelligent'],['none'],['none'],['none'],['amused'],['to laugh']
dia1284_utt15,['none'],['none'],['none'],['generous'],['none'],['to eat'],['to have a recipe'],['happy'],['to eat']
dia1284_utt16,['none'],['none'],['none'],['observant'],['none'],['none'],['none'],['happy'],['to buy a raffle ticket']
dia1284_utt17,['none'],['none'],['none'],['young'],['none'],['none'],['none'],['happy'],['to get braces']
dia1286_utt0,['none'],['none'],['none'],['tired'],['none'],['to go home'],['to get up'],['relieved'],['to go home']
dia1286_utt1,['none'],['none'],['none'],['sad'],['none'],['to be alone'],['none'],['sad'],['to go home']
dia1286_utt2,['none'],['none'],['none'],['tired'],['none'],['none'],['none'],['happy'],['to go home']
dia1286_utt3,['none'],['none'],['none'],['tired'],['none'],['none'],['none'],['tired'],['to sleep']
dia1286_utt4,['none'],['none'],['none'],['tired'],['gets tired'],['none'],['none'],['tired'],['to sleep']
dia1286_utt5,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['sad'],['to ask for help']
dia1286_utt6,['none'],['none'],['none'],['lucky'],['none'],['none'],['to have sex'],['happy'],['to have sex']
dia1286_utt7,['none'],['none'],['none'],['pretty'],['none'],['none'],['none'],['happy'],['to impress others']
dia1286_utt8,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1286_utt9,['none'],['none'],['none'],['obese'],['none'],['none'],['none'],['sad'],['to eat healthy']
dia1286_utt10,['none'],['none'],['none'],['naive'],['none'],['none'],['none'],['happy'],['to be a good parent']
dia1286_utt11,['none'],['none'],['none'],['unskilled'],['none'],['none'],['none'],['sad'],['to get a drink']
dia1286_utt13,['none'],['none'],['none'],['lazy'],['none'],['none'],['none'],['happy'],['to be successful']
dia1286_utt15,['none'],['none'],['none'],['stubborn'],['none'],['none'],['none'],['guilty'],['to be left alone']
dia1286_utt16,['none'],['none'],['none'],['understanding'],['none'],['to be with someone'],['none'],['happy'],['to be a good friend']
dia1286_utt17,['none'],['none'],['none'],['responsible'],['none'],['to be a good husband'],['to have sex'],['nervous'],['to be a good husband']
dia1286_utt18,['none'],['loved'],['none'],['loving'],['none'],['none'],['none'],['happy'],['to propose']
dia1286_utt20,['none'],['none'],['none'],['understanding'],['none'],['none'],['none'],['happy'],['to be a good friend']
dia1286_utt21,['none'],['none'],['none'],['confident'],['none'],['none'],['none'],['relieved'],['to be happy']
dia1286_utt22,['none'],['none'],['none'],['happy'],['none'],['none'],['none'],['happy'],['to celebrate']
dia1286_utt23,['none'],['none'],['none'],['selfish'],['none'],['none'],['none'],['happy'],['to be successful']
dia1286_utt24,['none'],['none'],['none'],['caring'],['none'],['to have a baby'],['none'],['happy'],['to adopt a baby']
dia1286_utt25,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['happy'],['to be a good person']
dia1286_utt26,['none'],['none'],['none'],['excited'],['none'],['to be a good parent'],['to have a baby'],['happy'],['to have a baby']
dia1286_utt27,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1286_utt28,['none'],['none'],['none'],['patient'],['none'],['none'],['none'],['happy'],['to be successful']
dia1295_utt0,['none'],['none'],['none'],['helpful'],['none'],['to be helpful'],['none'],['happy'],['to give up']
dia1295_utt1,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['angry'],['to get rid of us']
dia1295_utt2,['none'],['none'],['none'],['confused'],['none'],['none'],['none'],['sad'],['to be a good son']
dia1295_utt3,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['informed'],['to know']
dia1295_utt4,['none'],['none'],['none'],['generous'],['none'],['to be a good listener'],['none'],['happy'],['to be a good parent']
dia1295_utt5,['none'],['none'],['to listen to personx'],['honest'],['none'],['to be honest'],['to be in trouble'],['relieved'],['to tell others']
dia1296_utt0,['none'],['none'],['none'],['loving'],['none'],['to be a good friend'],['none'],['happy'],['to have fun']
dia1296_utt1,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1296_utt2,['none'],['none'],['to get away from personx'],['curious'],['none'],['to be polite'],['none'],['ashamed'],['to be left alone']
dia1296_utt3,['none'],['none'],['none'],['adventurous'],['gets dirty'],['to have fun'],['to drive to the place'],['happy'],['to get a tan']
dia1296_utt4,['none'],['none'],['none'],['tan'],['gets sunburned'],['none'],['to go to the beach'],['happy'],['to go to the doctor']
dia1296_utt5,['none'],['none'],['none'],['responsible'],['gets pedicure'],['to look pretty'],['to go to the salon'],['satisfied'],['to get pedicure']
dia1296_utt6,['none'],['none'],['none'],['greedy'],['none'],['none'],['none'],['happy'],['to be a good person']
dia1296_utt7,['none'],['none'],['none'],['curious'],['none'],['to be in control'],['none'],['happy'],['to get it over with']
dia1296_utt8,['none'],['none'],['none'],['shocked'],['gets dirty'],['none'],['none'],['disgusted'],['to clean up the mess']
dia1296_utt9,['none'],['none'],['none'],['confident'],['none'],['none'],['none'],['happy'],['to try it on']
dia1296_utt10,['none'],['none'],['none'],['knowledgeable'],['none'],['none'],['to be in a place'],['happy'],['to go to the place']
dia1296_utt11,['none'],['none'],['none'],['talented'],['none'],['to be a good person'],['none'],['happy'],['to make money']
dia1296_utt12,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1296_utt13,['none'],['none'],['none'],['young'],['none'],['none'],['none'],['happy'],['to move out']
dia1296_utt14,['none'],['none'],['none'],['rude'],['none'],['to be a better person'],['to have a fake accent'],['happy'],['to make a new friend']
dia1296_utt15,['none'],['none'],['none'],['prepared'],['none'],['none'],['none'],['happy'],['to be prepared']
dia1296_utt16,['none'],['none'],['to tell personx what they think'],['curious'],['none'],['to be heard'],['to have a conversation'],['informed'],['to tell me']
dia1296_utt18,['none'],['none'],['none'],['arrogant'],['gets a lot of attention'],['to be popular'],['none'],['happy'],['to get a date']
dia1296_utt19,['none'],['none'],['none'],['proud'],['none'],['none'],['none'],['happy'],['to be successful']
dia1298_utt0,['none'],['none'],['none'],['hungry'],['eats'],['to eat'],['to cook'],['full'],['to eat']
dia1298_utt1,['none'],['none'],['none'],['thoughtful'],['none'],['none'],['none'],['satisfied'],['to get a receipt']
dia1298_utt2,['none'],['none'],['none'],['determined'],['none'],['to be somewhere else'],['none'],['happy'],['to go home']
dia1298_utt3,['none'],['none'],['none'],['sorry'],['none'],['none'],['none'],['sorry'],['to apologize']
dia1298_utt4,['none'],['none'],['none'],['worried'],['none'],['none'],['none'],['upset'],['to make up excuses']
dia1298_utt5,['none'],['none'],['none'],['happy'],['none'],['none'],['none'],['happy'],['to get it back']
dia1298_utt6,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1302_utt0,['none'],['none'],['none'],['helpful'],['none'],['to be a good listener'],['none'],['happy'],['to teach']
dia1302_utt1,['none'],['none'],['none'],['sorry'],['none'],['none'],['none'],['ashamed'],['to make it up to me']
dia1302_utt2,['none'],['none'],['none'],['relieved'],['none'],['none'],['none'],['relieved'],['to be a good friend']
dia1302_utt3,['none'],['none'],['none'],['mean'],['none'],['to be left alone'],['none'],['relieved'],['to be a leader']
dia1303_utt0,['none'],['sad'],['to get back at personx'],['sad'],['none'],['none'],['none'],['sad'],['to get back at person y']
dia1303_utt1,['none'],['none'],['none'],['agreeable'],['none'],['to be heard'],['to be asked a question'],['relieved'],['to get an answer']
dia1303_utt2,['none'],['none'],['none'],['hurt'],['none'],['none'],['none'],['sad'],['to make up excuses']
dia1303_utt3,['none'],['none'],['none'],['ugly'],['gets scolded'],['none'],['none'],['disgusted'],['to get away from people']
dia1303_utt4,['none'],['none'],['none'],['lucky'],['none'],['none'],['none'],['happy'],['to be treated well']
dia1307_utt0,['none'],['none'],['none'],['excited'],['none'],['to be entertained'],['to drive to the hotel'],['happy'],['to sleep']
