index	oReact_retrieval	xReact_retrieval
dia435_utt1	Others feel full, in control in keeping blood sugar stable, guilty for using food as medication	Amy feels full, in control in keeping blood sugar stable, guilty for using food as medication
dia435_utt2	Others feel nauseous, none, none	Dina feels nauseous, none, none
dia435_utt3	Others feel like they made a good decision., glad to have been given importance, fulfilled	superstore person1 feels like they made a good decision., glad to have been given importance, fulfilled
dia435_utt4	Others feel powerful, happy to know person is still alive, helpful	Dina feels powerful, happy to know person is still alive, helpful
dia435_utt5	Others feel good., none, happy.	Dina feels good., none, happy.
dia435_utt6	Others feel none, none, none	Dina feels none, none, none
dia435_utt7	Others feel none, none, exhausted	Dina feels none, none, exhausted
dia435_utt8	Others feel pleased, content, full	Dina feels pleased, content, full
dia435_utt9	Others feel none, ashamed, grateful	superstore person1 feels none, ashamed, grateful
dia435_utt10	Others feel also happy, proud, joy	Amy feels also happy, proud, joy
dia435_utt11	Others feel loved., adored, normal	Amy feels loved., adored, normal
dia435_utt12	Others feel happy, helpful, relieved	Amy feels happy, helpful, relieved
dia435_utt13	Others feel accomplished, satisfied, wonderful	superstore person1 feels accomplished, satisfied, wonderful
dia435_utt14	Others feel none, ambitious, excited	superstore person1 feels none, ambitious, excited
dia435_utt15	Others feel none, none, a burden	Amy feels none, none, a burden
dia435_utt16	Others feel happy, powerful, angry	Dina feels happy, powerful, angry
dia444_utt0	Others feel happy, gluttonous, satisfied	Cheyenne feels happy, gluttonous, satisfied
dia444_utt1	Others feel mad, defensive, relieved	Cheyenne feels mad, defensive, relieved
dia444_utt2	Others feel mad, defensive, successful	Jonah feels mad, defensive, successful
dia444_utt3	Others feel like they made a good decision., glad to have been given importance, fulfilled	Cheyenne feels like they made a good decision., glad to have been given importance, fulfilled
dia444_utt4	Others feel mad, none, thirsty	Amy feels mad, none, thirsty
dia444_utt5	Others feel accomplished, well prepared, none	Amy feels accomplished, well prepared, none
dia445_utt0	Others feel caring, generous, in pain	Glenn feels caring, generous, in pain
dia445_utt1	Others feel distracted, satisfied, prepared	Glenn feels distracted, satisfied, prepared
dia445_utt2	Others feel none, ashamed of themselves for borrowing, bad	Glenn feels none, ashamed of themselves for borrowing, bad
dia445_utt3	Others feel none, exhilarated., exhilarated.	Glenn feels none, exhilarated., exhilarated.
dia445_utt4	Others feel none, none, exhausted	Amy feels none, none, exhausted
dia445_utt5	Others feel patient, eager, impatient	Glenn feels patient, eager, impatient
dia445_utt6	Others feel ashamed and shameful, relieved, nothing	Garrett feels ashamed and shameful, relieved, nothing
dia445_utt7	Others feel none, none, efficient	Glenn feels none, none, efficient
dia445_utt8	Others feel that he is in a rush., tired, okay	Glenn feels that he is in a rush., tired, okay
dia445_utt9	Others feel ashamed and shameful, relieved, nothing	Garrett feels ashamed and shameful, relieved, nothing
dia445_utt10	Others feel assured, none, none	Glenn feels assured, none, none
dia445_utt11	Others feel competitive, angry, joyful	Glenn feels competitive, angry, joyful
dia445_utt12	Others feel none, none, organized	Nico feels none, none, organized
dia445_utt13	Others feel none, none, none	Dina feels none, none, none
dia447_utt0	Others feel satisfied, none, grateful	Cheyenne feels satisfied, none, grateful
dia447_utt1	Others feel none, happy to experience a wide range of food flavors and textures, none	Amy feels none, happy to experience a wide range of food flavors and textures, none
dia447_utt2	Others feel satisfied, none, hungry	Amy feels satisfied, none, hungry
dia447_utt3	Others feel normal, none, none	Amy feels normal, none, none
dia447_utt4	Others feel accomplished, none, none	Amy feels accomplished, none, none
dia447_utt5	Others feel possitive, guilty, joyous	Amy feels possitive, guilty, joyous
dia447_utt6	Others feel appreciative., none, none	Amy feels appreciative., none, none
dia447_utt7	Others feel none, overworked, tired	Jonah feels none, overworked, tired
dia447_utt8	Others feel none, none, satisfied	superstore person1 feels none, none, satisfied
dia447_utt9	Others feel better, loved, satisfied	Amy feels better, loved, satisfied
dia447_utt10	Others feel helped, appreciative, none	Amy feels helped, appreciative, none
dia447_utt11	Others feel better, loved, satisfied	Amy feels better, loved, satisfied
dia447_utt12	Others feel helpful, smart, admired by x	Amy feels helpful, smart, admired by x
dia447_utt13	Others feel excited, satisfied for having helped., remembered	Amy feels excited, satisfied for having helped., remembered
dia447_utt14	Others feel confident, good, drained	Amy feels confident, good, drained
dia447_utt15	Others feel none, satisfied, better	Garrett feels none, satisfied, better
dia447_utt16	Others feel grown-up, mature, powerful	Garrett feels grown-up, mature, powerful
dia447_utt17	Others feel none, hardworking, busy	Amy feels none, hardworking, busy
dia447_utt18	Others feel angry, happy to help, satisfied	Amy feels angry, happy to help, satisfied
dia447_utt19	Others feel none, happy, good	Cheyenne feels none, happy, good
dia447_utt20	Others feel less hungry, appreciative, none	Cheyenne feels less hungry, appreciative, none
dia447_utt21	Others feel none, satisfied., connected to persony	Amy feels none, satisfied., connected to persony
dia447_utt22	Others feel grateful, generous, good	Cheyenne feels grateful, generous, good
dia447_utt23	Others feel none, happy to experience a wide range of food flavors and textures, none	Marcus feels none, happy to experience a wide range of food flavors and textures, none
dia447_utt24	Others feel possitive, guilty, joyous	Marcus feels possitive, guilty, joyous
dia451_utt0	Others feel ashamed, sore, angry	Cheyenne feels ashamed, sore, angry
dia451_utt1	Others feel none, none, none	Glenn feels none, none, none
dia451_utt2	Others feel like that's what's paid attention to, confused, none	Glenn feels like that's what's paid attention to, confused, none
dia451_utt3	Others feel relaxed, safe, comfortable	Amy feels relaxed, safe, comfortable
dia451_utt4	Others feel beautiful and satisfied., none, none	Amy feels beautiful and satisfied., none, none
dia451_utt5	Others feel responsible, relieved, confident	Dina feels responsible, relieved, confident
dia456_utt0	Others feel good., generous, loved.	Nico feels good., generous, loved.
dia456_utt1	Others feel relieved, wealthy, excited	Glenn feels relieved, wealthy, excited
dia456_utt2	Others feel nothing., helpful, happy	Jonah feels nothing., helpful, happy
dia456_utt3	Others feel pleased, good they found someone for the job, competent	Sandra feels pleased, good they found someone for the job, competent
dia456_utt4	Others feel nice, protected, glad that they got to do something before others	Amy feels nice, protected, glad that they got to do something before others
dia456_utt5	Others feel happy., satisfied, prepared	Amy feels happy., satisfied, prepared
dia456_utt6	Others feel friendly, none, annoyed	Amy feels friendly, none, annoyed
dia456_utt7	Others feel healthier, proud of their choice, none	Amy feels healthier, proud of their choice, none
dia456_utt8	Others feel ashamed, none, disgusted	Garrett feels ashamed, none, disgusted
dia456_utt9	Others feel expectant, needed, happy	Garrett feels expectant, needed, happy
dia456_utt10	Others feel full, tired and exhausted, full	Amy feels full, tired and exhausted, full
dia456_utt11	Others feel hydrated, satisfied, proud about acquired success, social leverage & believing in own abilities to achieve own set goals., happy.	Jonah feels hydrated, satisfied, proud about acquired success, social leverage & believing in own abilities to achieve own set goals., happy.
dia456_utt12	Others feel happy, grateful, excited	Amy feels happy, grateful, excited
dia456_utt13	Others feel intelligent, knowledgeable, none	Jonah feels intelligent, knowledgeable, none
dia456_utt14	Others feel petty, mean, happy and satisfied	Amy feels petty, mean, happy and satisfied
dia469_utt0	Others feel happy, thankful, happy	Garrett feels happy, thankful, happy
dia469_utt1	Others feel sorry, angry, x said some things that made everyone angry., eager	Amy feels sorry, angry, x said some things that made everyone angry., eager
dia469_utt2	Others feel expectant, frustrated, angry	Amy feels expectant, frustrated, angry
dia469_utt3	Others feel proud, happy, informative	Glenn feels proud, happy, informative
dia469_utt4	Others feel understood, understanding, none	Jeff feels understood, understanding, none
dia469_utt5	Others feel none, none, angry that their child misbehaved.	Jeff feels none, none, angry that their child misbehaved.
dia469_utt6	Others feel proud of their work, tired, eager	Jeff feels proud of their work, tired, eager
dia469_utt7	Others feel happy and proud to be a new owner of the puppy, overjoyed on receiving the gift, none	Jeff feels happy and proud to be a new owner of the puppy, overjoyed on receiving the gift, none
dia469_utt8	Others feel mad, none, none	Jeff feels mad, none, none
dia469_utt9	Others feel none, none, none	Glenn feels none, none, none
dia469_utt10	Others feel satiated, accomplished, excited	Jeff feels satiated, accomplished, excited
dia469_utt11	Others feel angry, disappointed., none	Jeff feels angry, disappointed., none
dia469_utt12	Others feel happy to experience a wide range of food flavors and textures, none, guilty for using food as medication	Amy feels happy to experience a wide range of food flavors and textures, none, guilty for using food as medication
dia469_utt13	Others feel cared about, none, pleased	Amy feels cared about, none, pleased
dia469_utt14	Others feel sorowful, wanted., important.	Myrtle feels sorowful, wanted., important.
dia469_utt15	Others feel happy, elated, energized	Glenn feels happy, elated, energized
dia486_utt0	Others feel none, guilty, private	Nico feels none, guilty, private
dia486_utt1	Others feel happy to see their friend, interested, unfulfilled	Nico feels happy to see their friend, interested, unfulfilled
dia486_utt2	Others feel comforted, desired, attentive	Nico feels comforted, desired, attentive
dia486_utt3	Others feel happy., glad, sociable	Nico feels happy., glad, sociable
dia486_utt4	Others feel gullible, simple, happty	superstore person2 feels gullible, simple, happty
dia486_utt5	Others feel overwhelmed, none, none	superstore person2 feels overwhelmed, none, none
dia486_utt6	Others feel interested, energized, in control	Nico feels interested, energized, in control
